word,price,pv,show,showRate,click,cost,CPC,rank,recBid
导航地图,4.799999999999999,47117,75227,0.93,13283.48,13636.04,1.03,1,0.33
导航地图,4.899999999999999,47117,75386,0.93,13316.62,13836.12,1.04,1,0.33
导航地图,4.999999999999998,47117,75554,0.93,13350.39,14035.94,1.05,1,0.33
导航地图,5.099999999999998,47117,75711,0.94,13381.61,14235.57,1.06,1,0.33
导航地图,5.1999999999999975,47117,75873,0.94,13412.86,14438.87,1.08,1,0.33
导航地图,5.299999999999997,47117,76026,0.94,13443.34,14643.55,1.09,1,0.0
导航地图,5.399999999999997,47117,76187,0.94,13475.17,14854.52,1.1,1,0.33
导航地图,5.4999999999999964,47117,76321,0.94,13502.18,15035.12,1.11,1,0.33
导航地图,5.599999999999996,47117,76465,0.95,13531.02,15244.16,1.13,1,0.33
导航地图,5.699999999999996,47117,76611,0.95,13560.79,15458.96,1.14,1,0.33
导航地图,5.799999999999995,47117,76758,0.95,13588.78,15672.48,1.15,1,0.33
导航地图,5.899999999999995,47117,76901,0.95,13616.68,15885.83,1.17,1,0.33
导航地图,5.999999999999995,47117,77044,0.95,13645.22,16099.01,1.18,1,0.33
导航地图,6.099999999999994,47117,68314,0.95,12071.7,14367.7,1.19,1,0.33
导航地图,6.199999999999994,47117,77306,0.96,13696.83,16509.99,1.21,1,0.33
导航地图,6.299999999999994,47117,77437,0.96,13721.97,16711.01,1.22,1,0.33
导航地图,6.399999999999993,47117,77566,0.96,13746.68,16921.35,1.23,1,0.33
导航地图,6.499999999999993,47117,77689,0.96,13770.57,17122.12,1.24,1,0.33
导航地图,6.5999999999999925,47117,77804,0.96,13792.11,17300.63,1.25,1,0.33
导航地图,6.699999999999992,47117,77910,0.96,13811.85,17469.47,1.26,1,0.33
导航地图,6.799999999999992,47117,78006,0.96,13830.9,17643.92,1.28,1,0.33
导航地图,6.8999999999999915,47117,78119,0.97,13852.03,17831.05,1.29,1,0.33
导航地图,6.999999999999991,47117,78216,0.97,13871.03,17995.21,1.3,1,0.0
导航地图,7.099999999999991,47117,78313,0.97,13889.65,18174.11,1.31,1,0.33
导航地图,7.19999999999999,47117,78404,0.97,13906.66,18335.98,1.32,1,0.33
导航地图,7.29999999999999,47117,78497,0.97,13924.82,18518.14,1.33,1,0.33
导航地图,7.39999999999999,47117,78586,0.97,13942.11,18686.54,1.34,1,0.0
导航地图,7.499999999999989,47117,78667,0.97,13956.89,18825.66,1.35,1,0.33
导航地图,7.599999999999989,47117,78747,0.97,13970.57,18969.02,1.36,1,0.33
导航地图,7.699999999999989,47117,78830,0.98,13986.04,19133.28,1.37,1,0.33
导航地图,7.799999999999988,47117,78909,0.98,14000.12,19276.36,1.38,1,0.33
导航地图,7.899999999999988,47117,78978,0.98,14012.96,19416.16,1.39,1,0.0
导航地图,7.999999999999988,47117,79053,0.98,14026.23,19542.22,1.39,1,0.0
导航地图,8.099999999999987,47117,79119,0.98,14038.0,19659.88,1.4,1,0.0
导航地图,8.199999999999987,47117,61200,0.98,10881.31,15210.96,1.4,1,0.33
导航地图,8.299999999999986,47117,79251,0.98,14060.77,19900.16,1.42,1,0.0
导航地图,8.399999999999986,47117,79318,0.98,14072.78,20029.89,1.42,1,0.33
导航地图,8.499999999999986,47117,79382,0.98,14084.39,20158.22,1.43,1,0.33
导航地图,8.599999999999985,47117,79446,0.98,14094.96,20280.64,1.44,1,0.33
导航地图,8.699999999999985,47117,79508,0.98,14106.14,20413.34,1.45,1,0.33
导航地图,8.799999999999985,47117,79566,0.98,14116.09,20532.84,1.45,1,0.33
导航地图,8.899999999999984,47117,79626,0.99,14126.21,20644.27,1.46,1,0.0
导航地图,8.999999999999984,47117,79685,0.99,14136.88,20758.76,1.47,1,0.0
导航地图,9.099999999999984,47117,79737,0.99,14145.92,20863.95,1.47,1,0.33
导航地图,9.199999999999983,47117,79787,0.99,14154.53,20956.64,1.48,1,0.33
导航地图,9.299999999999983,47117,79833,0.99,14162.77,21063.32,1.49,1,0.33
导航地图,9.399999999999983,47117,79883,0.99,14171.29,21154.09,1.49,1,0.33
导航地图,9.499999999999982,47117,79929,0.99,14178.67,21235.86,1.5,1,0.0
导航地图,9.599999999999982,47117,79972,0.99,14185.78,21314.86,1.5,1,0.33
导航地图,9.699999999999982,47117,80021,0.99,14194.23,21423.82,1.51,1,0.0
导航地图,9.799999999999981,47117,80063,0.99,14200.98,21511.74,1.51,1,0.33
导航地图,9.89999999999998,47117,80103,0.99,14207.17,21583.59,1.52,1,0.0
导航地图,9.99999999999998,47117,80144,0.99,14213.6,21664.52,1.52,1,0.33
导航系统下载,0.3,6,0,0.0,0.0,0.0,0.0,0,0.3
导航系统下载,0.4,6,0,0.0,0.0,0.0,0.0,0,0.3
导航系统下载,0.5,6,0,0.0,0.0,0.0,0.0,0,0.0
导航系统下载,0.6,6,1,1.0,0.09,0.02,0.23,2,0.0
导航系统下载,0.7,6,1,1.0,0.09,0.02,0.23,2,0.3
导航系统下载,0.7999999999999999,6,1,1.0,0.09,0.02,0.23,2,0.3
导航系统下载,0.8999999999999999,6,1,1.0,0.11,0.04,0.36,2,0.3
导航系统下载,0.9999999999999999,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,1.0999999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,1.2,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,1.3,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,1.4000000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,1.5000000000000002,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,1.6000000000000003,6,0,0.0,0.0,0.0,0.0,0,0.0
导航系统下载,1.7000000000000004,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,1.8000000000000005,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,1.9000000000000006,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.0000000000000004,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,2.1000000000000005,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.2000000000000006,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.3000000000000007,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.400000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.500000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.600000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.700000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.800000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,2.9000000000000012,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.0000000000000013,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,3.1000000000000014,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.2000000000000015,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.3000000000000016,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.4000000000000017,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.5000000000000018,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.600000000000002,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,3.700000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.800000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,3.900000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.000000000000002,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.100000000000001,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.200000000000001,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.300000000000001,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.4,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.5,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.6,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.699999999999999,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.799999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,4.899999999999999,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,4.999999999999998,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.099999999999998,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.1999999999999975,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.299999999999997,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.399999999999997,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,5.4999999999999964,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.599999999999996,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.699999999999996,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.799999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.899999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,5.999999999999995,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.099999999999994,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.199999999999994,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.299999999999994,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.399999999999993,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.499999999999993,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.5999999999999925,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.699999999999992,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.799999999999992,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,6.8999999999999915,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,6.999999999999991,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.099999999999991,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.19999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.29999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.39999999999999,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.499999999999989,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.599999999999989,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.699999999999989,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,7.799999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.899999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,7.999999999999988,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.099999999999987,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,8.199999999999987,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.299999999999986,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.399999999999986,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.599999999999985,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,8.699999999999985,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.799999999999985,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.899999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,8.999999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.099999999999984,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.199999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.299999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.399999999999983,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.499999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.599999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.699999999999982,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.799999999999981,6,1,1.0,0.17,0.08,0.47,1,0.3
导航系统下载,9.89999999999998,6,1,1.0,0.17,0.08,0.47,1,0.0
导航系统下载,9.99999999999998,6,1,1.0,0.17,0.08,0.47,1,0.0
手机导航,0.3,17620,10259,0.37,1672.25,276.21,0.17,2,0.3
手机导航,0.4,17620,13229,0.48,2185.3,464.12,0.21,2,0.3
手机导航,0.5,17620,15648,0.57,2626.77,671.36,0.26,1,0.3
手机导航,0.6,17620,17627,0.65,3010.83,890.51,0.3,1,0.0
手机导航,0.7,17620,19261,0.71,3350.62,1117.65,0.33,1,0.3
手机导航,0.7999999999999999,17620,20524,0.75,3626.42,1337.75,0.37,1,0.3
手机导航,0.8999999999999999,17620,21475,0.78,3847.12,1538.28,0.4,1,0.3
手机导航,0.9999999999999999,17620,22174,0.81,4023.48,1712.99,0.43,1,0.3
手机导航,1.0999999999999999,17620,22708,0.83,4169.47,1862.44,0.45,1,0.0
手机导航,1.2,17620,23104,0.84,4287.77,1989.08,0.46,1,0.3
手机导航,1.3,17620,23441,0.85,4392.71,2113.77,0.48,1,0.0
手机导航,1.4000000000000001,17620,23699,0.86,4474.22,2214.2,0.49,1,0.0
手机导航,1.5000000000000002,17620,23924,0.87,4540.47,2311.58,0.51,1,0.3
手机导航,1.6000000000000003,17620,24127,0.88,4603.07,2414.44,0.52,1,0.3
手机导航,1.7000000000000004,17620,24300,0.89,4654.73,2509.84,0.54,1,0.3
手机导航,1.8000000000000005,17620,24452,0.89,4702.44,2600.38,0.55,1,0.3
手机导航,1.9000000000000006,17620,24600,0.9,4747.14,2694.45,0.57,1,0.3
手机导航,2.0000000000000004,17620,24727,0.9,4784.96,2778.22,0.58,1,0.3
手机导航,2.1000000000000005,17620,24848,0.91,4818.2,2858.75,0.59,1,0.3
手机导航,2.2000000000000006,17620,24958,0.91,4848.16,2939.39,0.61,1,0.3
手机导航,2.3000000000000007,17620,25057,0.91,4873.54,3011.18,0.62,1,0.3
手机导航,2.400000000000001,17620,25162,0.92,4901.62,3093.14,0.63,1,0.3
手机导航,2.500000000000001,17620,25254,0.92,4925.39,3167.27,0.64,1,0.3
手机导航,2.600000000000001,17620,25336,0.93,4947.68,3236.72,0.65,1,0.3
手机导航,2.700000000000001,17620,25415,0.93,4969.97,3306.37,0.67,1,0.3
手机导航,2.800000000000001,17620,25486,0.93,4989.35,3374.21,0.68,1,0.3
手机导航,2.9000000000000012,17620,25558,0.93,5009.4,3452.82,0.69,1,0.3
手机导航,3.0000000000000013,17620,25623,0.94,5027.29,3523.44,0.7,1,0.3
手机导航,3.1000000000000014,17620,25692,0.94,5047.86,3601.53,0.71,1,0.3
手机导航,3.2000000000000015,17620,25757,0.94,5066.56,3686.88,0.73,1,0.3
手机导航,3.3000000000000016,17620,25827,0.94,5085.61,3765.29,0.74,1,0.3
手机导航,3.4000000000000017,17620,25899,0.95,5107.49,3861.67,0.76,1,0.3
手机导航,3.5000000000000018,17620,25965,0.95,5125.52,3955.41,0.77,1,0.3
手机导航,3.600000000000002,17620,26025,0.95,5142.67,4041.6,0.79,1,0.3
手机导航,3.700000000000002,17620,26080,0.95,5161.87,4165.88,0.81,1,0.3
手机导航,3.800000000000002,17620,26125,0.95,5176.09,4241.02,0.82,1,0.3
手机导航,3.900000000000002,17620,26169,0.96,5189.5,4328.65,0.83,1,0.0
手机导航,4.000000000000002,17620,26211,0.96,5203.17,4411.15,0.85,1,0.3
手机导航,4.100000000000001,17620,26245,0.96,5214.26,4494.87,0.86,1,0.3
手机导航,4.200000000000001,17620,26277,0.96,5223.91,4583.0,0.88,1,0.0
手机导航,4.300000000000001,17620,26311,0.96,5236.13,4670.45,0.89,1,0.0
